,NUM_CURSOS,CODIGO_IES,TIPO_CATEGORIA_ADM,REGIAO,UF,DEFICIENCIA_FISICA,DEFICIENCIA_AUDITIVA,DEFICIENCIA_VISUAL,DEFICIENCIA_COGNITIVA,DEFICIENCIA_MULTIPLA,RECURSOS_DEF_FISICA,RECURSOS_DEF_VISUAL,RECURSOS_DEF_AUDITIVA,RECURSOS_DEF_COGNITIVA,RECURSOS_DEF_MULTIPLA
452,3,922,,,,,,,,,,,,,
453,13,923,Privada sem fins lucrativos,Sudeste,São Paulo,6.0,1.0,4.0,0.0,0.0,3.230769230769231,4.3076923076923075,3.230769230769231,2.1538461538461537,2.1538461538461537
454,22,926,Privada com fins lucrativos,Centro-Oeste,Mato Grosso do Sul,22.0,11.0,23.0,4.0,0.0,3.5454545454545454,3.5454545454545454,4.7272727272727275,2.3636363636363638,2.3636363636363638
455,6,939,,,,,,,,,,,,,
456,7,940,,,,,,,,,,,,,
457,6,944,,,,,,,,,,,,,
458,3,945,,,,,,,,,,,,,
459,38,952,Privada sem fins lucrativos,Sudeste,São Paulo,5.0,2.0,4.0,0.0,0.0,0.7894736842105263,1.1842105263157894,1.0526315789473684,0.5263157894736842,0.5263157894736842
460,48,953,Privada sem fins lucrativos,Sudeste,São Paulo,3.0,0.0,1.0,0.0,1.0,0.20833333333333334,0.10416666666666667,0.22916666666666666,0.10416666666666667,0.10416666666666667
461,4,967,Pública Estadual,Sudeste,São Paulo,1.0,1.0,0.0,1.0,0.0,2.25,3.75,3.0,1.5,1.5
462,2,976,Privada sem fins lucrativos,Centro-Oeste,Mato Grosso do Sul,1.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,2.0
463,2,985,Privada com fins lucrativos,Centro-Oeste,Goiás,4.0,0.0,1.0,0.0,0.0,2.5,1.5,2.5,1.5,1.5
464,3,989,,,,,,,,,,,,,
465,11,991,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,0.0,0.0,1.0,1.0,0.0,0.45454545454545453,0.7272727272727273,0.5454545454545454,0.2727272727272727,0.2727272727272727
466,4,994,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,1.0,0.0,1.0,0.0,0.0,3.0,3.0,2.5,2.0,2.0
467,11,997,Privada sem fins lucrativos,Sudeste,São Paulo,1.0,1.0,2.0,0.0,0.0,0.5454545454545454,0.36363636363636365,0.6363636363636364,0.2727272727272727,0.2727272727272727
468,5,1012,,,,,,,,,,,,,
469,10,1014,Privada sem fins lucrativos,Sul,Santa Catarina,1.0,0.0,0.0,0.0,0.0,0.6,0.5,0.5,0.4,0.4
470,7,1019,,,,,,,,,,,,,
471,6,1021,Privada sem fins lucrativos,Nordeste,Pernambuco,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,19,1027,Pública Estadual,Sudeste,Rio de Janeiro,9.0,3.0,4.0,2.0,0.0,0.3157894736842105,0.2631578947368421,0.2631578947368421,0.15789473684210525,0.15789473684210525
473,57,1028,Pública Estadual,Centro-Oeste,Mato Grosso do Sul,10.0,1.0,7.0,3.0,0.0,0.0,0.0,0.12280701754385964,0.0,0.0
474,15,1030,,,,,,,,,,,,,
475,67,1032,Privada sem fins lucrativos,Sudeste,São Paulo,11.0,0.0,1.0,2.0,0.0,1.0298507462686568,1.3880597014925373,1.2686567164179106,0.6865671641791045,0.6865671641791045
476,117,1036,Pública Estadual,Sudeste,Minas Gerais,2.0,31.0,99.0,15.0,0.0,0.0,0.0,0.5811965811965812,0.0,0.0
477,29,1038,,,,,,,,,,,,,
478,62,1041,Privada sem fins lucrativos,Sul,Rio Grande do Sul,17.0,11.0,24.0,8.0,0.0,3.2903225806451615,3.838709677419355,3.838709677419355,2.193548387096774,2.193548387096774
479,126,1042,Privada com fins lucrativos,Sul,Paraná,37.0,20.0,81.0,84.0,4.0,0.5079365079365079,0.8571428571428571,1.0476190476190477,0.4444444444444444,0.4444444444444444
480,25,1043,Privada sem fins lucrativos,Sudeste,São Paulo,34.0,14.0,109.0,3.0,0.0,6.0,7.0,6.0,4.0,4.0
481,22,1045,Privada com fins lucrativos,Sudeste,São Paulo,14.0,8.0,15.0,4.0,0.0,3.5454545454545454,3.5454545454545454,4.7272727272727275,2.3636363636363638,2.3636363636363638
482,41,1046,,,,,,,,,,,,,
483,11,1048,Privada sem fins lucrativos,Sudeste,São Paulo,2.0,1.0,1.0,0.0,0.0,0.7272727272727273,0.7272727272727273,0.9090909090909091,0.45454545454545453,0.45454545454545453
484,14,1049,Privada sem fins lucrativos,Norte,Amazonas,1.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.07142857142857142
485,4,1051,Privada com fins lucrativos,Nordeste,Alagoas,0.0,1.0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5
486,15,1053,Privada com fins lucrativos,Nordeste,Bahia,0.0,0.0,1.0,1.0,0.0,0.4,0.4666666666666667,0.4,0.26666666666666666,0.26666666666666666
487,30,1055,Privada sem fins lucrativos,Nordeste,Bahia,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0
488,45,1058,Privada com fins lucrativos,Nordeste,Bahia,7.0,3.0,6.0,1.0,0.0,1.2,1.8,1.6,0.8,0.8
489,4,1059,Privada com fins lucrativos,Nordeste,Ceará,1.0,0.0,0.0,0.0,0.0,1.25,0.75,1.25,0.75,0.75
490,75,1060,Privada com fins lucrativos,Centro-Oeste,Distrito Federal,7.0,14.0,14.0,9.0,1.0,2.0,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.3333333333333333
491,3,1063,Privada sem fins lucrativos,Sudeste,Espírito Santo,0.0,0.0,2.0,0.0,0.0,2.6666666666666665,4.0,3.3333333333333335,1.3333333333333333,1.3333333333333333
492,6,1064,Privada sem fins lucrativos,Sudeste,Espírito Santo,2.0,2.0,2.0,0.0,0.0,2.6666666666666665,4.0,3.3333333333333335,1.3333333333333333,1.3333333333333333
493,12,1066,Privada com fins lucrativos,Norte,Tocantins,1.0,0.0,1.0,0.0,0.0,0.5,0.6666666666666666,0.5833333333333334,0.3333333333333333,0.3333333333333333
494,4,1067,,,,,,,,,,,,,
495,6,1068,,,,,,,,,,,,,
496,8,1070,,,,,,,,,,,,,
497,7,1071,,,,,,,,,,,,,
498,16,1075,Privada com fins lucrativos,Nordeste,Paraíba,14.0,7.0,7.0,2.0,2.0,3.75,2.25,3.75,2.25,2.25
499,7,1076,Privada sem fins lucrativos,Nordeste,Paraíba,1.0,2.0,1.0,3.0,0.0,2.857142857142857,2.2857142857142856,2.857142857142857,1.7142857142857142,1.7142857142857142
500,34,1077,Privada com fins lucrativos,Nordeste,Pernambuco,14.0,3.0,8.0,1.0,0.0,1.911764705882353,2.676470588235294,2.2941176470588234,1.1470588235294117,1.1470588235294117
501,37,1078,Privada com fins lucrativos,Sul,Paraná,0.0,1.0,0.0,1.0,0.0,0.2702702702702703,0.21621621621621623,0.32432432432432434,0.16216216216216217,0.16216216216216217
502,6,1079,Privada sem fins lucrativos,Sul,Paraná,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,9,1080,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,0.0,0.0,2.0,0.0,0.0,1.3333333333333333,1.7777777777777777,1.7777777777777777,0.8888888888888888,0.8888888888888888
504,6,1081,,,,,,,,,,,,,
505,46,1082,Pública Federal,Nordeste,Rio Grande do Norte,60.0,18.0,38.0,17.0,1.0,3.0,3.3043478260869565,3.4782608695652173,1.9782608695652173,1.9782608695652173
506,11,1084,Privada sem fins lucrativos,Sul,Rio Grande do Sul,1.0,0.0,1.0,0.0,0.0,1.0909090909090908,0.9090909090909091,1.2727272727272727,0.7272727272727273,0.7272727272727273
507,4,1085,Privada sem fins lucrativos,Sul,Rio Grande do Sul,1.0,0.0,0.0,0.0,0.0,1.5,1.25,1.75,1.0,1.0
508,23,1087,Privada sem fins lucrativos,Norte,Rondônia,5.0,3.0,2.0,3.0,0.0,1.391304347826087,0.6956521739130435,1.391304347826087,0.6956521739130435,0.6956521739130435
509,11,1090,Privada com fins lucrativos,Nordeste,Sergipe,2.0,0.0,0.0,0.0,0.0,1.0909090909090908,1.2727272727272727,1.2727272727272727,0.7272727272727273,0.7272727272727273
510,20,1092,Privada com fins lucrativos,Sudeste,São Paulo,3.0,3.0,19.0,17.0,0.0,3.4,1.7,2.5,1.7,1.7
511,6,1096,,,,,,,,,,,,,
512,84,1100,Privada sem fins lucrativos,Sudeste,São Paulo,6.0,4.0,39.0,6.0,4.0,2.2738095238095237,2.7142857142857144,2.5833333333333335,1.5119047619047619,1.5119047619047619
513,61,1107,Privada com fins lucrativos,Nordeste,Ceará,27.0,18.0,15.0,5.0,0.0,1.8852459016393444,1.4426229508196722,1.6229508196721312,1.1311475409836065,1.1311475409836065
514,44,1113,Privada sem fins lucrativos,Centro-Oeste,Distrito Federal,11.0,3.0,5.0,1.0,1.0,0.8181818181818182,0.4090909090909091,0.8181818181818182,0.4090909090909091,0.4090909090909091
515,11,1115,Privada sem fins lucrativos,Nordeste,Maranhão,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0
516,5,1118,Privada com fins lucrativos,Sudeste,São Paulo,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.2,0.6,0.6
517,32,1120,Pública Federal,Sudeste,Rio de Janeiro,2.0,7.0,20.0,9.0,3.0,1.40625,1.71875,1.6875,0.875,0.875
518,4,1122,,,,,,,,,,,,,
519,1,1123,,,,,,,,,,,,,
520,2,1124,Privada com fins lucrativos,Nordeste,Bahia,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5
521,6,1125,,,,,,,,,,,,,
522,67,1126,Pública Estadual,Sul,Paraná,2.0,1.0,2.0,0.0,0.0,0.29850746268656714,0.14925373134328357,0.29850746268656714,0.14925373134328357,0.14925373134328357
523,16,1128,Privada sem fins lucrativos,Sudeste,Minas Gerais,1.0,1.0,0.0,0.0,0.0,0.75,0.75,0.875,0.5,0.5
524,27,1129,,,,,,,,,,,,,
525,18,1131,Privada com fins lucrativos,Nordeste,Piauí,3.0,1.0,0.0,2.0,0.0,1.1111111111111112,0.8333333333333334,1.1111111111111112,0.5555555555555556,0.5555555555555556
526,10,1136,,,,,,,,,,,,,
527,8,1139,,,,,,,,,,,,,
528,59,1141,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,2.0,0.0,5.0,4.0,0.0,0.6949152542372882,1.0,0.8983050847457628,0.4576271186440678,0.4576271186440678
529,1,1142,Privada com fins lucrativos,Sudeste,Espírito Santo,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
530,2,1143,,,,,,,,,,,,,
531,4,1144,,,,,,,,,,,,,
532,68,1149,Privada com fins lucrativos,Sudeste,São Paulo,26.0,13.0,17.0,6.0,1.0,2.6470588235294117,3.411764705882353,3.4411764705882355,1.7647058823529411,1.7647058823529411
533,1,1150,,,,,,,,,,,,,
534,16,1151,Privada com fins lucrativos,Nordeste,Sergipe,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,120,1153,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,4.0,2.0,6.0,0.0,0.0,0.19166666666666668,0.15833333333333333,0.24166666666666667,0.10833333333333334,0.10833333333333334
536,4,1155,,,,,,,,,,,,,
537,4,1156,,,,,,,,,,,,,
538,6,1157,,,,,,,,,,,,,
539,3,1159,Privada com fins lucrativos,Sudeste,Espírito Santo,2.0,0.0,1.0,1.0,0.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,1.0
540,17,1160,Privada com fins lucrativos,Centro-Oeste,Goiás,0.0,0.0,2.0,0.0,0.0,0.29411764705882354,0.23529411764705882,0.29411764705882354,0.17647058823529413,0.17647058823529413
541,5,1161,Privada sem fins lucrativos,Sudeste,São Paulo,2.0,0.0,1.0,2.0,0.0,2.4,1.6,2.6,1.2,1.2
542,3,1162,,,,,,,,,,,,,
543,43,1166,Pública Federal,Nordeste,Paraíba,92.0,46.0,256.0,27.0,5.0,5.651162790697675,7.627906976744186,6.6976744186046515,3.7674418604651163,3.7674418604651163
544,11,1170,,,,,,,,,,,,,
545,17,1173,Privada com fins lucrativos,Centro-Oeste,Distrito Federal,39.0,20.0,43.0,26.0,0.0,4.9411764705882355,4.9411764705882355,6.588235294117647,3.2941176470588234,3.2941176470588234
546,2,1174,,,,,,,,,,,,,
547,13,1175,Privada sem fins lucrativos,Sul,Rio Grande do Sul,1.0,0.0,1.0,0.0,0.0,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.23076923076923078
548,3,1182,,,,,,,,,,,,,
549,87,1185,Privada com fins lucrativos,Nordeste,Bahia,1.0,1.0,0.0,0.0,0.0,0.10344827586206896,0.14942528735632185,0.11494252873563218,0.05747126436781609,0.05747126436781609
550,17,1187,Privada com fins lucrativos,Sudeste,São Paulo,11.0,3.0,4.0,2.0,0.0,2.823529411764706,2.823529411764706,3.2941176470588234,1.8823529411764706,1.8823529411764706
551,27,1189,Privada sem fins lucrativos,Sul,Santa Catarina,10.0,7.0,7.0,0.0,0.0,2.6666666666666665,4.0,3.5555555555555554,1.7777777777777777,1.7777777777777777
552,4,1190,,,,,,,,,,,,,
553,4,1191,,,,,,,,,,,,,
554,2,1192,,,,,,,,,,,,,
555,1,1194,,,,,,,,,,,,,
556,2,1195,Privada sem fins lucrativos,Sudeste,São Paulo,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.5,0.5
557,102,1196,Privada com fins lucrativos,Sul,Paraná,373.0,168.0,249.0,68.0,18.0,4.0,5.3431372549019605,5.333333333333333,2.6666666666666665,2.6666666666666665
558,3,1198,Privada com fins lucrativos,Sul,Paraná,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
559,2,1201,Privada sem fins lucrativos,Sudeste,Minas Gerais,0.0,0.0,0.0,1.0,0.0,2.5,2.5,3.0,1.5,1.5
560,15,1202,Privada com fins lucrativos,Sudeste,Minas Gerais,1.0,1.0,0.0,0.0,0.0,0.4,0.5333333333333333,0.5333333333333333,0.26666666666666666,0.26666666666666666
561,20,1205,Privada com fins lucrativos,Sul,Paraná,54.0,31.0,62.0,27.0,5.0,5.1,6.8,5.95,3.4,3.4
562,8,1208,Privada sem fins lucrativos,Nordeste,Rio Grande do Norte,2.0,0.0,1.0,0.0,0.0,0.75,0.5,0.875,0.5,0.5
563,1,1212,,,,,,,,,,,,,
564,1,1213,,,,,,,,,,,,,
565,15,1219,,,,,,,,,,,,,
566,2,1221,,,,,,,,,,,,,
567,19,1224,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,0.0,1.0,1.0,0.0,0.3157894736842105,0.3684210526315789,0.5789473684210527,0.2631578947368421,0.2631578947368421
568,23,1225,Privada com fins lucrativos,Sudeste,São Paulo,0.0,0.0,1.0,0.0,0.0,0.08695652173913043,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.043478260869565216
569,4,1226,Privada com fins lucrativos,Norte,Acre,0.0,0.0,0.0,82.0,0.0,0.0,2.0,1.0,0.0,0.0
570,13,1227,Privada sem fins lucrativos,Nordeste,Bahia,2.0,1.0,4.0,1.0,0.0,0.46153846153846156,0.9230769230769231,0.8461538461538461,0.3076923076923077,0.3076923076923077
571,17,1230,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0
572,9,1231,Privada sem fins lucrativos,Sul,Rio Grande do Sul,0.0,1.0,7.0,0.0,0.0,2.0,3.0,2.6666666666666665,1.3333333333333333,1.3333333333333333
573,52,1232,Privada sem fins lucrativos,Sul,Paraná,2.0,0.0,0.0,1.0,0.0,0.21153846153846154,0.1346153846153846,0.21153846153846154,0.1346153846153846,0.1346153846153846
574,15,1233,Privada com fins lucrativos,Centro-Oeste,Mato Grosso,10.0,3.0,11.0,9.0,0.0,3.6,3.6,4.8,2.4,2.4
575,8,1237,Privada sem fins lucrativos,Centro-Oeste,Goiás,1.0,0.0,0.0,0.0,0.0,0.75,1.125,1.0,0.5,0.5
576,7,1239,Privada com fins lucrativos,Centro-Oeste,Goiás,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,1.2857142857142858,1.1428571428571428,0.5714285714285714,0.5714285714285714
577,7,1240,,,,,,,,,,,,,
578,9,1243,Privada sem fins lucrativos,Sudeste,Espírito Santo,5.0,1.0,0.0,1.0,0.0,2.2222222222222223,3.3333333333333335,2.7777777777777777,1.1111111111111112,1.1111111111111112
579,26,1244,Privada com fins lucrativos,Sudeste,Espírito Santo,3.0,0.0,0.0,2.0,0.0,1.1538461538461537,1.7307692307692308,1.3461538461538463,0.7692307692307693,0.7692307692307693
580,6,1245,,,,,,,,,,,,,
581,3,1247,Privada sem fins lucrativos,Centro-Oeste,Mato Grosso do Sul,0.0,0.0,1.0,0.0,0.0,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333
582,1,1248,,,,,,,,,,,,,
583,2,1249,,,,,,,,,,,,,
584,4,1252,,,,,,,,,,,,,
585,9,1253,Privada sem fins lucrativos,Sudeste,Minas Gerais,0.0,1.0,0.0,0.0,0.0,0.4444444444444444,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.3333333333333333
586,1,1254,,,,,,,,,,,,,
587,45,1255,,,,,,,,,,,,,
588,4,1256,,,,,,,,,,,,,
589,22,1258,Privada com fins lucrativos,Sul,Paraná,9.0,4.0,9.0,2.0,0.0,2.4545454545454546,2.4545454545454546,3.272727272727273,1.6363636363636365,1.6363636363636365
590,5,1263,,,,,,,,,,,,,
591,14,1264,Privada sem fins lucrativos,Nordeste,Rio Grande do Norte,0.0,1.0,6.0,2.0,0.0,2.142857142857143,3.2142857142857144,2.857142857142857,1.4285714285714286,1.4285714285714286
592,7,1266,,,,,,,,,,,,,
593,25,1267,Privada com fins lucrativos,Sul,Santa Catarina,0.0,0.0,1.0,0.0,0.0,0.24,0.32,0.28,0.16,0.16
594,94,1270,Privada com fins lucrativos,Sudeste,São Paulo,36.0,17.0,30.0,7.0,6.0,1.9680851063829787,2.127659574468085,2.404255319148936,1.202127659574468,1.202127659574468
595,63,1273,Privada com fins lucrativos,Sudeste,São Paulo,13.0,4.0,9.0,1.0,0.0,0.25396825396825395,0.5079365079365079,0.5079365079365079,0.25396825396825395,0.25396825396825395
596,3,1275,,,,,,,,,,,,,
597,13,1276,,,,,,,,,,,,,
598,2,1279,Privada com fins lucrativos,Sudeste,São Paulo,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.5,0.5
599,1,1280,,,,,,,,,,,,,
600,17,1281,Privada com fins lucrativos,Sudeste,São Paulo,1.0,1.0,0.0,0.0,0.0,0.7058823529411765,1.0588235294117647,0.9411764705882353,0.47058823529411764,0.47058823529411764
601,1,1286,,,,,,,,,,,,,
602,2,1290,,,,,,,,,,,,,
603,5,1291,Privada com fins lucrativos,Sul,Paraná,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
604,33,1292,Especial,Sudeste,São Paulo,0.0,1.0,0.0,0.0,0.0,0.18181818181818182,0.24242424242424243,0.18181818181818182,0.12121212121212122,0.12121212121212122
605,92,1294,Privada com fins lucrativos,Sudeste,São Paulo,2.0,0.0,3.0,2.0,1.0,0.5217391304347826,0.6956521739130435,0.6086956521739131,0.34782608695652173,0.34782608695652173
606,7,1295,,,,,,,,,,,,,
607,2,1296,,,,,,,,,,,,,
608,12,1298,Privada com fins lucrativos,Nordeste,Alagoas,12.0,2.0,4.0,0.0,0.0,4.0,4.666666666666667,5.333333333333333,2.6666666666666665,2.6666666666666665
609,27,1299,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,1.0,6.0,0.0,0.0,1.1111111111111112,1.6666666666666667,1.4814814814814814,0.7407407407407407,0.7407407407407407
610,6,1300,,,,,,,,,,,,,
611,2,1301,,,,,,,,,,,,,
612,11,1302,,,,,,,,,,,,,
613,52,1303,Pública Federal,Centro-Oeste,Goiás,13.0,5.0,8.0,4.0,0.0,0.6346153846153846,0.8076923076923077,1.1153846153846154,0.40384615384615385,0.40384615384615385
614,6,1304,,,,,,,,,,,,,
615,4,1305,Privada com fins lucrativos,Centro-Oeste,Mato Grosso,3.0,1.0,7.0,2.0,0.0,6.0,6.0,8.0,4.0,4.0
616,9,1307,Privada com fins lucrativos,Sudeste,São Paulo,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.8888888888888888,0.4444444444444444,0.4444444444444444
617,13,1308,Privada com fins lucrativos,Sudeste,Espírito Santo,1.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.3076923076923077,0.38461538461538464,0.15384615384615385,0.15384615384615385
618,10,1309,,,,,,,,,,,,,
619,30,1310,Privada sem fins lucrativos,Sudeste,São Paulo,5.0,2.0,6.0,1.0,0.0,1.8333333333333333,1.8333333333333333,1.4666666666666666,1.1,1.1
620,5,1311,,,,,,,,,,,,,
621,4,1312,Privada com fins lucrativos,Centro-Oeste,Mato Grosso,3.0,0.0,2.0,1.0,0.0,3.0,4.0,4.0,2.0,2.0
622,7,1313,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.2857142857142857
623,3,1314,,,,,,,,,,,,,
624,26,1317,Privada com fins lucrativos,Sudeste,São Paulo,0.0,1.0,0.0,0.0,0.0,0.11538461538461539,0.23076923076923078,0.11538461538461539,0.07692307692307693,0.07692307692307693
625,15,1318,Privada com fins lucrativos,Nordeste,Bahia,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0
626,6,1319,Privada com fins lucrativos,Sudeste,Minas Gerais,0.0,1.0,0.0,0.0,0.0,1.0,1.5,1.3333333333333333,0.6666666666666666,0.6666666666666666
627,12,1322,Privada sem fins lucrativos,Sudeste,São Paulo,2.0,1.0,1.0,0.0,1.0,1.25,1.25,1.25,0.75,0.75
628,10,1325,,,,,,,,,,,,,
629,36,1326,Privada com fins lucrativos,Sudeste,Espírito Santo,3.0,0.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.8333333333333334,0.4444444444444444,0.4444444444444444
630,5,1327,,,,,,,,,,,,,
631,13,1328,Privada sem fins lucrativos,Nordeste,Pernambuco,0.0,0.0,0.0,1.0,0.0,0.38461538461538464,0.3076923076923077,0.46153846153846156,0.23076923076923078,0.23076923076923078
632,2,1330,,,,,,,,,,,,,
633,2,1333,,,,,,,,,,,,,
634,15,1334,Privada com fins lucrativos,Nordeste,Paraíba,1.0,0.0,1.0,0.0,0.0,0.4,0.4666666666666667,0.5333333333333333,0.26666666666666666,0.26666666666666666
635,55,1336,Privada sem fins lucrativos,Sul,Paraná,31.0,26.0,38.0,52.0,1.0,4.0,4.672727272727273,5.345454545454546,2.6545454545454548,2.6545454545454548
636,10,1337,Privada com fins lucrativos,Sul,Paraná,2.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,0.6,0.6
637,2,1344,,,,,,,,,,,,,
638,21,1345,Privada com fins lucrativos,Sudeste,São Paulo,19.0,6.0,7.0,3.0,0.0,3.142857142857143,3.142857142857143,4.190476190476191,2.0952380952380953,2.0952380952380953
639,6,1346,,,,,,,,,,,,,
640,15,1350,Privada com fins lucrativos,Nordeste,Ceará,3.0,6.0,2.0,0.0,0.0,2.0,1.5333333333333334,2.3333333333333335,1.1333333333333333,1.1333333333333333
641,58,1351,Privada sem fins lucrativos,Sul,Santa Catarina,13.0,4.0,7.0,4.0,0.0,0.8275862068965517,1.103448275862069,1.3793103448275863,0.5517241379310345,0.5517241379310345
642,12,1355,,,,,,,,,,,,,
643,15,1356,,,,,,,,,,,,,
644,1,1357,Pública Estadual,Sudeste,Rio de Janeiro,3.0,3.0,1.0,1.0,1.0,5.0,4.0,6.0,3.0,3.0
645,15,1359,,,,,,,,,,,,,
646,4,1360,Privada com fins lucrativos,Nordeste,Piauí,0.0,1.0,1.0,2.0,0.0,0.0,0.25,0.25,0.0,0.0
647,13,1362,Privada com fins lucrativos,Sudeste,Minas Gerais,0.0,1.0,2.0,1.0,0.0,0.9230769230769231,1.0769230769230769,1.0769230769230769,0.6153846153846154,0.6153846153846154
648,11,1363,,,,,,,,,,,,,
649,15,1364,,,,,,,,,,,,,
650,54,1365,Privada sem fins lucrativos,Sudeste,São Paulo,13.0,1.0,4.0,10.0,0.0,1.6666666666666667,1.8148148148148149,2.185185185185185,0.9629629629629629,0.9629629629629629
651,3,1373,Privada com fins lucrativos,Sudeste,São Paulo,0.0,1.0,0.0,0.0,0.0,1.3333333333333333,1.6666666666666667,2.0,1.0,1.0
652,15,1374,Privada com fins lucrativos,Centro-Oeste,Mato Grosso,1.0,1.0,1.0,0.0,0.0,1.2,1.8,1.6,0.8,0.8
653,7,1375,Privada sem fins lucrativos,Centro-Oeste,Mato Grosso,1.0,2.0,3.0,0.0,0.0,3.4285714285714284,4.0,4.571428571428571,2.2857142857142856,2.2857142857142856
654,14,1379,Privada sem fins lucrativos,Sudeste,Espírito Santo,6.0,9.0,22.0,14.0,0.0,0.8571428571428571,0.9285714285714286,2.5714285714285716,0.8571428571428571,0.8571428571428571
655,28,1381,,,,,,,,,,,,,
656,3,1382,,,,,,,,,,,,,
657,6,1383,,,,,,,,,,,,,
658,7,1384,,,,,,,,,,,,,
659,3,1385,,,,,,,,,,,,,
660,27,1386,,,,,,,,,,,,,
661,5,1387,Privada com fins lucrativos,Sudeste,São Paulo,0.0,0.0,0.0,1.0,0.0,1.0,0.8,0.8,0.6,0.6
662,128,1388,Privada com fins lucrativos,Sudeste,São Paulo,4.0,5.0,3.0,20.0,1.0,0.0,0.0,0.2890625,0.0,0.0
663,6,1394,,,,,,,,,,,,,
664,6,1395,Privada com fins lucrativos,Centro-Oeste,Goiás,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666
665,42,1396,Privada com fins lucrativos,Sul,Paraná,3.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.19047619047619047,0.19047619047619047
666,11,1400,Privada sem fins lucrativos,Sul,Paraná,1.0,1.0,3.0,1.0,0.0,0.8181818181818182,1.6363636363636365,1.3636363636363635,0.5454545454545454,0.5454545454545454
667,2,1401,Privada com fins lucrativos,Nordeste,Piauí,0.0,0.0,1.0,0.0,0.0,1.5,1.5,1.0,1.0,1.0
668,3,1402,Privada com fins lucrativos,Centro-Oeste,Goiás,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
669,7,1403,,,,,,,,,,,,,
670,13,1404,Privada com fins lucrativos,Centro-Oeste,Goiás,2.0,0.0,0.0,0.0,0.0,0.9230769230769231,1.3846153846153846,1.2307692307692308,0.6153846153846154,0.6153846153846154
671,20,1409,Privada com fins lucrativos,Sudeste,Espírito Santo,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.9,0.6,0.6
672,10,1410,,,,,,,,,,,,,
673,4,1411,,,,,,,,,,,,,
674,19,1412,Privada com fins lucrativos,Sudeste,São Paulo,19.0,13.0,19.0,10.0,0.0,4.105263157894737,4.105263157894737,5.473684210526316,2.736842105263158,2.736842105263158
675,4,1413,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,0.0,1.0,0.0,0.0,0.75,1.25,0.75,0.5,0.5
676,37,1414,Privada com fins lucrativos,Norte,Rondônia,0.0,1.0,1.0,1.0,0.0,0.10810810810810811,0.05405405405405406,0.16216216216216217,0.05405405405405406,0.05405405405405406
